HERCULES is running
Intialising 
	 Reading input file 
	 Run name: Earth_correct_params_S3.20c_L1.3_N100_Nm1000_k6_f121_p10_l1_0_1.5
	 Input file read successful
	 Initialisation by reading start file ../../../Corotating_planet_grid/M1.0_fcore0.3_S4.0c/M1.0_fcore0.3_S4.0c_AM0.0/Output/M1.0_fcore0.3_S4.0c_L0_N100_Nm1000_k6_f121_p10_l1_0_1.5_final
	 Initialisation complete
Itterating
	 Main Itteration # 	 convergence 	 a 	 aspect 	 ellipticity 	 l 	 omega_rot 	 Mass error 	 AM error 
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 10	1.26757e-05	6.93294e+06	0.831722	0.555192	0.667522	0.000499995	-1.79787e-16	-4.01977e-16
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	3.65103e+11	6.93304e+06	0.000499979	0	8.03955e-16
	 	 	2	3.90562e-05	3.65117e+11	6.93302e+06	0.000499981	0	-2.00989e-16
	 	 	3	1.0248e-05	3.65121e+11	6.93302e+06	0.000499982	0	-2.21088e-15
	 	 	4	2.67535e-06	3.65122e+11	6.93302e+06	0.000499982	0	-1.40692e-15
	 	 	5	6.86055e-07	3.65122e+11	6.93302e+06	0.000499982	0	-4.01977e-16
	 	 	6	1.68991e-07	3.65122e+11	6.93302e+06	0.000499982	0	-2.61285e-15
	 	 	7	3.98961e-08	3.65122e+11	6.93302e+06	0.000499982	0	-1.8089e-15
	 	 	8	9.0976e-09	3.65122e+11	6.93302e+06	0.000499982	0	-8.03955e-16
	 11	5.38759e-06	6.93302e+06	0.831691	0.555239	0.667602	0.000499982	-1.79787e-16	-8.03955e-16
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	3.65117e+11	6.93306e+06	0.000499975	0	1.40692e-15
	 	 	2	1.67933e-05	3.65123e+11	6.93305e+06	0.000499976	0	-1.00494e-15
	 	 	3	4.39807e-06	3.65124e+11	6.93305e+06	0.000499976	0	8.03955e-16
	 	 	4	1.14697e-06	3.65125e+11	6.93305e+06	0.000499976	0	-1.40692e-15
	 	 	5	2.94045e-07	3.65125e+11	6.93305e+06	0.000499976	0	-1.00494e-15
	 	 	6	7.24297e-08	3.65125e+11	6.93305e+06	0.000499976	0	2.00989e-16
	 	 	7	1.71002e-08	3.65125e+11	6.93305e+06	0.000499976	0	-2.21088e-15
	 	 	8	3.89954e-09	3.65125e+11	6.93305e+06	0.000499976	0	-4.01977e-16
	 12	2.29525e-06	6.93305e+06	0.831678	0.555259	0.667637	0.000499976	3.59574e-16	-4.01977e-16
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	3.65123e+11	6.93307e+06	0.000499973	0	4.01977e-15
	 	 	2	7.21284e-06	3.65125e+11	6.93307e+06	0.000499974	0	-2.41186e-15
	 	 	3	1.88653e-06	3.65126e+11	6.93307e+06	0.000499974	0	-1.00494e-15
	 	 	4	4.91638e-07	3.65126e+11	6.93307e+06	0.000499974	0	4.01977e-16
	 	 	5	1.26016e-07	3.65126e+11	6.93307e+06	0.000499974	0	0
	 	 	6	3.10405e-08	3.65126e+11	6.93307e+06	0.000499974	0	2.21088e-15
	 	 	7	7.32867e-09	3.65126e+11	6.93307e+06	0.000499974	0	6.02966e-16
	 13	9.79594e-07	6.93307e+06	0.831672	0.555267	0.667652	0.000499974	-1.79787e-16	6.02966e-16
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	3.65125e+11	6.93307e+06	0.000499973	0	2.41186e-15
	 	 	2	3.09604e-06	3.65126e+11	6.93307e+06	0.000499973	0	-2.21088e-15
	 	 	3	8.09031e-07	3.65127e+11	6.93307e+06	0.000499973	0	0
	 	 	4	2.10729e-07	3.65127e+11	6.93307e+06	0.000499973	0	-2.00989e-15
	 	 	5	5.40064e-08	3.65127e+11	6.93307e+06	0.000499973	0	8.03955e-16
	 	 	6	1.33028e-08	3.65127e+11	6.93307e+06	0.000499973	0	2.41186e-15
	 	 	7	3.14085e-09	3.65127e+11	6.93307e+06	0.000499973	0	2.21088e-15
	 14	4.18513e-07	6.93307e+06	0.83167	0.555271	0.667658	0.000499973	1.79787e-16	2.21088e-15
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	3.65126e+11	6.93308e+06	0.000499972	0	1.8089e-15
	 	 	2	1.32816e-06	3.65127e+11	6.93308e+06	0.000499972	0	6.02966e-16
	 	 	3	3.46848e-07	3.65127e+11	6.93308e+06	0.000499972	0	2.00989e-15
	 	 	4	9.03133e-08	3.65127e+11	6.93308e+06	0.000499972	0	-1.8089e-15
	 	 	5	2.31437e-08	3.65127e+11	6.93308e+06	0.000499972	0	1.8089e-15
	 	 	6	5.70074e-09	3.65127e+11	6.93308e+06	0.000499972	0	-1.00494e-15
	 15	1.79034e-07	6.93308e+06	0.831669	0.555272	0.667661	0.000499972	1.79787e-16	-1.00494e-15
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
	 	 	1	1	3.65127e+11	6.93308e+06	0.000499972	0	-1.00494e-15
	 	 	2	5.69828e-07	3.65127e+11	6.93308e+06	0.000499972	0	1.20593e-15
	 	 	3	1.48735e-07	3.65127e+11	6.93308e+06	0.000499972	0	8.03955e-16
	 	 	4	3.87166e-08	3.65127e+11	6.93308e+06	0.000499972	0	4.62274e-15
	 	 	5	9.92045e-09	3.65127e+11	6.93308e+06	0.000499972	0	3.41681e-15
	 16	7.66668e-08	6.93308e+06	0.831668	0.555273	0.667662	0.000499972	3.59574e-16	3.41681e-15
		 Mass/AM Itteration # 	 convergence 	 p_core 	 a 	 omega_rot 	 edge corot 	 AM error 
